typeID
5971
2889
31183
31928
4254
19325
13119
21898
31280
2605
21898
1236
448
10631
15889
2889
2605
31358
2605
5971
3244
31928
31280
448
1236
3033
12557
33076
31484
2364
28668
35658
2605
12557
31484
3244
2605
3033
5839
31406
5971
24477
10631
10631
4027
6001
31788
24477
31788
10631
24477
22291
24477
3831
31586
22291
10631
4027
27143
12614
3178
448
10190
1183
2048
1183
31045
12614
3178
26929
33334
3178
31045
12614
6001
3568
31722
31794
2281
6003
3178
31928
4254
4254
12612
3178
12612
448
31758
32772
2456
2456
33334
2605
3244
31183
2404
31177
27361
22291
31183
27361
380
2404
380
2404
5971
27361
31932
2048
31932
12777
31724
2897
2613
1877
31796
31932
22291
5975
22291
31796
3244
1877
2613
32006
12777
22291
2897
2613
3568
1877
24477
10631
5445
33332
31722
24477
32772
24477
33332
32772
1236
10631
4027
10631
5973
24477
10631
26931
22291
2605
2364
2466
3520
4027
8529
12818
12818
14041
2364
15889
3520
3520
12818
31760
6325
31360
31167
2605
32006
32780
15766
3841
21896
2048
3841
31179
2897
27367
1877
21896
519
2897
448
27367
519
5975
2897
21896
1877
31718
21896
2897
1541
31790
12773
3841
2048
3841
31179
12773
2897
27367
1877
519
2897
448
27367
519
12773
5975
2897
1877
31718
2897
12773
1541
2488
31790
12614
3178
2048
28668
5011
1183
31045
12614
3178
438
3178
31045
5443
12614
16391
33076
31009
10631
24473
32772
5445
33332
31722
32772
24473
33332
24473
1236
10631
4027
10631
5973
24473
10631
26931
22291
33892
3178
12612
3178
5973
30486
10190
12612
33892
4027
10190
4027
12612
5839
3178
12612
33892
3178
3178
12612
448
10190
18639
31274
5279
19810
31274
23707
1405
31274
434
1405
2605
28668
5839
2364
3041
12563
31484
3244
3041
31484
2605
33076
31105
35658
12563
31716
10631
31752
32772
438
27327
2048
27327
31716
22291
27327
33332
10631
380
5443
10631
33890
28668
33890
31686
4027
24475
21906
438
2977
448
519
33076
10631
2977
5839
21906
4027
29007
10631
24471
31614
2048
24471
33892
33892
5443
10631
33076
24471
10631
28668
4027
4027
6003
5322
10631
2817
2048
2817
33890
10631
2817
10631
33076
4025
6003
10631
2817
31586
33890
448
28668
4025
33890
2873
1306
21906
33890
32772
2048
5141
33076
2873
33890
5973
28668
33332
21906
448
3638
21857
3651
22291
10631
27327
27327
2117
1952
27327
27327
10631
20349
31586
10631
10631
35794
10631
35794
30987
27327
10631
35790
27327
27327
10631
35790
29011
26929
33890
28668
2977
31686
4027
24475
2977
438
33890
448
519
21906
33076
10631
5839
21906
4027
33076
3033
31454
4027
5445
23083
3033
33890
2048
6001
3033
1306
23083
33890
2456
2456
5849
23083
2605
33076
5839
2364
28668
12563
31484
3244
3041
31484
2605
12563
31105
35658
3041
33890
3178
33890
10190
438
527
2048
31674
527
12612
3178
1183
12612
10190
33892
16521
1335
2486
27321
7579
4027
5973
33892
27321
2048
448
4027
33892
1335
23009
16521
33076
21906
3244
31698
2977
28668
2977
31280
21906
2605
1999
21906
2977
35658
519
5973
3178
33076
448
33892
28668
23707
10190
4027
33892
12612
3178
12612
33892
10190
2048
33892
12612
12612
3178
5973
10190
10190
33892
4027
527
3178
5839
448
12612
3178
3178
12612
33892
3178
12612
10190
33890
3178
527
10190
438
33890
2048
31674
527
12612
3178
1183
12612
10190
2605
31358
5971
2605
3244
31928
31280
448
1236
2364
3033
5849
33076
5973
2605
28668
23085
2605
3244
3033
31177
23085
31177
31177
33890
3178
33890
10190
438
527
2048
31674
527
12612
3178
1183
12612
10190
1306
31880
2048
33332
448
2873
2456
32772
2873
21898
33890
21898
33076
33890
33890
5141
5973
28668
2605
31105
5839
35658
12565
2605
33076
2364
31484
3244
3041
3041
28668
12565
31484
31370
4787
4533
246
31009
1195
246
6675
4393
246
2454
2454
6675
31021
4393
6675
16391
6001
3033
33076
31376
31370
12557
2605
28668
3033
2605
3244
31376
5849
5849
35658
12557
3178
32772
12612
26929
12612
3178
12612
10190
5445
33332
6001
4027
3178
10190
31358
2048
31822
30987
11269
20349
2048
20349
11269
30987
30987
33892
10190
4027
448
33076
3178
33892
5137
2048
1236
3178
28668
5971
33892
22961
2488
22961
2048
448
31360
12058
2897
2897
31055
12773
527
527
12773
11269
12773
20353
2897
12773
519
2897
31055
4403
16467
12773
13003
31718
3841
2897
2605
12773
2897
12076
2605
31754
519
2897
12773
12773
31718
3841
519
2897
448
2488
13003
3074
28668
31526
4027
438
23009
3074
31358
5405
31177
33076
3074
10190
23009
5839
23009
3074
28668
5839
31526
4027
438
23009
3074
31358
5405
31177
23009
3074
10190
23009
33076
2032
4787
23029
1447
31372
3530
1447
3106
5975
31558
23029
3530
1447
3106
23029
3106
3530
31360
4787
3074
31358
5405
28668
31526
31177
10190
3074
23009
3074
33076
4027
438
23009
5839
23009
3074
28668
6001
3074
31045
23009
31538
4025
2048
4025
33076
448
3074
23009
10190
23009
31406
12559
3033
4027
4027
1276
12559
30987
12559
3033
1276
3033
3033
2364
30987
12559
11309
2364
30987
30013
29015
31274
5493
2456
29009
17938
5302
22175
5302
31274
1317
6160
31274
29015
5971
2488
3074
31358
5405
31177
28668
31526
10190
3074
23009
3074
33076
4027
438
23009
5839
23009
21857
3638
3651
10190
3178
3178
33076
5439
12612
1183
31045
12612
28668
31406
1447
3178
6003
12612
2048
3178
12612
31406
12773
12058
31047
33101
41218
2913
21896
2048
3530
2897
12773
12773
4403
2913
12773
519
12773
2913
31047
42526
31670
2913
42833
527
33915
1541
2913
447
1183
3017
31370
31364
31364
1539
246
3017
4025
5971
8175
246
3017
5137
246
2817
10631
4025
2817
2048
8427
31722
2817
10631
2817
10631
10631
2817
10631
10631
2817
10631
2817
434
5405
31794
22291
31794
6441
5403
8091
210
2046
31764
8091
31752
210
380
8091
5971
31586
25861
5631
210
45599
25715
2466
12068
45612
22291
24486
41062
41220
2456
22291
45623
11578
25715
1405
31041
45586
24486
25715
4260
2175
45610
24486
30486
18883
18883
25715
19017
24486
23705
24486
31366
25715
31071
2488
31117
31117
52694
31117
1317
2364
2605
33076
31376
12563
3041
12563
2605
3244
28668
5971
31484
31478
5839
3041
5973
3178
18793
3178
13003
47257
12612
3178
12612
3888
31538
31364
12612
3178
448
12612
10190
4027
3829
1353
11563
3829
11563
3829
3829
3829
11563
12052
222
7585
222
222
7585
7585
33890
7585
222
7585
7585
2046
6003
33076
222
33890
28668
222
11105
5443
33890
7585
222
222
7585
3170
2048
12612
12612
1306
3170
30987
3170
5445
1306
12612
35658
10190
30987
3170
20349
12612
30987
33892
5137
2881
21906
31668
5443
438
33892
519
21906
33076
4027
2881
5973
5839
2488
2488
2905
29015
2048
2905
5971
2605
31177
31268
1969
33076
20759
29015
20759
1969
448
3244
28668
2488
2488
3178
32772
12612
26929
12612
3178
12612
10190
5445
33332
6001
4027
3178
10190
31358
2048
31822
1405
25861
1405
1405
31083
11577
1405
31083
31083
25861
35658
2605
5839
3041
2364
28668
12563
31484
3244
3041
31484
2605
33076
31105
35658
12563
1335
42832
33474
23729
2048
33896
16467
440
42526
16467
527
33896
29011
1952
23705
448
33896
2488
2488
16467
31045
31376
31045
16433
1183
3568
11269
2048
1183
6003
16433
16433
3841
27361
27361
31724
2897
1541
1877
21904
2897
1999
519
21904
21904
5975
2897
21904
1877
31664
2897
8529
519
3244
31790
2889
2889
448
29015
21924
21924
2048
29015
33076
1969
2605
47740
1969
28668
15889
31280
31268
24477
10631
24477
3831
31364
24477
31752
448
24477
10631
24477
3831
31746
10631
5973
527
22291
10631
10631
16457
22291
47911
4833
2048
31179
3244
16469
33101
12267
16467
11317
35660
31366
47918
47911
47930
32006
14072
28668
31366
14266
12773
3841
13003
3841
2897
12773
2897
2605
31754
2897
519
12773
12773
31718
2605
448
519
31790
2897
12076
13003
3178
32772
12612
26929
12612
3178
12612
10190
5445
33332
6001
4027
3178
10190
31358
2048
31822
2889
2605
12625
10631
519
2889
24471
5933
12625
5973
33076
31662
12625
2889
5443
12625
47255
2889
31662
31532
6001
3178
1306
12612
10190
12612
12612
12612
33076
30987
3178
2048
3178
11309
4025
28668
3178
30987
31788
27361
27361
27361
9632
8091
8091
8091
5443
12274
12274
8521
8091
27361
8091
31788
27361
27361
35658
8091
8091
27361
26929
3841
2281
1877
2048
1877
2613
3841
2613
2613
1877
22291
31790
22291
2613
5975
1877
31724
31790
22291
2613
448
1877
2889
33076
31358
4403
12608
31674
519
6001
12608
2889
11309
12608
2889
5443
4027
3178
11105
3178
12612
5011
5445
1183
12612
12612
31009
3178
3178
11105
31998
12612
5973
47255
31009
8427
31752
7583
9944
5599
23009
5443
5971
7583
7583
2046
31716
31716
23009
23009
4025
8427
23009
31752
9944
5599
31716
5443
5971
7583
2046
4025
7583
31716
23009
7583
23009
2613
31610
1877
35790
2048
22291
3888
2456
2613
28668
1877
2613
4395
4025
33915
4395
32006
448
35790
4403
1877
16505
1877
2613
32780
23731
2613
33101
16457
2488
1877
11309
3178
12612
3178
4027
33076
3178
31532
12612
12612
2048
6001
3178
30987
10190
1306
12612
30987
3170
10190
5971
31722
12612
3831
2048
5443
3170
12612
11563
3170
12612
31788
31752
4027
33892
3178
28668
3178
12614
10190
18639
10190
33892
12614
3178
35658
527
448
30486
3178
33892
3178
33076
12614
12614
527
12614
5839
21896
2048
2897
2897
35659
21896
519
4471
519
8529
4471
2897
21896
31718
21896
2897
519
31790
448
8529
31790
31065
47919
4833
15729
32014
14068
32014
47930
2048
2466
31053
13003
13003
4403
12076
4833
14068
31053
3244
47911
12614
31358
28668
31063
2456
527
12614
5971
2048
33076
3170
448
3170
20347
3178
12612
26929
12612
3178
12612
32772
10190
5445
33332
6001
4027
3178
10190
31358
2048
31822
31532
2048
3178
3178
11309
12612
12612
12612
3178
30987
3178
10190
1306
12612
33076
4027
6001
30987
2889
2605
12625
5141
1999
519
2889
35658
12625
33076
31662
12625
2889
15889
12625
519
2889
31662
10631
28668
33332
31716
32772
24473
31752
2048
24473
10631
26929
24473
33332
10631
5443
33076
11563
32772
5973
11309
5973
31033
4027
5443
12625
2873
2873
4471
30987
30997
11563
2488
2488
2048
12625
33892
2048
47914
47911
47911
33892
47927
28999
31928
33892
33076
1978
5973
28668
2889
2605
12625
5141
1999
519
2889
35658
12625
33076
31662
12625
2889
15889
12625
519
2889
31662
10631
5443
28668
32772
11563
33332
5973
32772
31752
33332
2817
10631
2817
26929
31716
10631
2817
2048
33076
4403
2889
31358
21924
33076
28668
2889
21924
31674
519
6001
21924
11309
2889
5443
4027
12631
31358
31686
6325
2977
28668
2977
47740
519
6325
2977
2605
12631
12631
15889
2977
33076
12631
27371
2048
8529
2897
2897
21904
3244
21904
21904
35659
519
2897
519
21904
1877
2897
27371
1877
31718
519
31790
8529
31790
2048
12777
2897
519
35659
12777
2897
519
12777
8529
4471
2897
12777
31718
2897
2605
31790
448
31790
8529
4471
31117
31117
31117
52694
1319
33890
3178
28668
12612
3178
31532
12612
2048
527
12612
438
3178
448
33890
33076
10190
10631
28668
33332
31752
32772
2817
2048
31716
10631
2817
26929
33332
10631
2817
5443
33076
11563
32772
5973
4477
31716
31788
7535
11105
5973
23009
23009
7535
11563
31358
2048
23009
7535
8433
5443
33890
3178
28668
12612
3178
31532
12612
2048
527
12612
438
33076
3178
448
33890
10190
2605
31105
33076
35658
12563
2605
5839
2364
31484
3244
3041
3041
28668
12563
31484
31788
8089
27361
27361
8089
8089
27361
8089
31370
31586
5839
8089
5405
3566
8089
27361
3552
8089
27361
8427
27361
22291
5973
27361
12563
3041
3041
12563
4027
31442
3041
12563
3041
2364
12563
2364
12563
3041
12563
33890
3041
4027
12563
3041
12563
3041
5849
26929
5839
2605
33076
2364
3041
12563
31484
3244
3041
31484
28668
2605
31105
35658
12563
16391
31274
23071
4529
23071
6721
6721
4787
23071
6721
4529
6001
6721
5849
23071
31442
31478
5849
31788
8089
27361
27361
8089
8089
27361
8089
31370
31586
5839
8089
5405
3566
8089
27361
3552
8089
27361
8427
27361
22291
5973
27361
31788
8433
5971
5599
23009
1244
31358
7487
7487
19931
31716
5445
7487
23009
2048
23009
8089
27361
27361
8089
31370
31788
8089
27361
8089
31586
5839
8089
5405
3566
8089
27361
3552
8089
27361
8427
27361
22291
5973
27361
222
8427
9944
7585
7585
6441
9944
31538
7585
9944
31538
6003
222
222
4027
2605
11578
2605
28756
23707
5363
31213
58971
31310
35658
11640
2038
30486
499
27361
27361
499
27361
8427
26929
5443
499
12274
54291
499
499
27361
12274
31788
499
27361
499
27361
35658
27361
26929
2046
8537
31358
32006
41155
5279
5011
8537
35656
2205
8537
8225
54291
31358
26929
210
8091
210
8091
29009
8091
210
12274
6160
2046
33890
35770
210
210
8091
8091
210
33890
33890
8091
210
8091
5443
5973
3074
3074
23009
6160
3074
31358
29009
29009
23009
6160
23009
3074
10190
31562
3074
23009
3074
3074
23009
31562
23009
5973
